gap_year,location,living,gender,race,pre_o,sports,best,p1_meet,p1_closeness,p2_meet,p2_closeness,p3_meet,p3_closeness,p4_meet,p4_closeness,contact,group_size,in_person,satisfaction,fourth_id,first_id,id,third_id,second_id,most_connected
No,A River House,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Club),Club/co-curricular activity,Roommate/Suitemate,4,Roommate/Suitemate,4,Club/co-curricular activity,3,Virtual entryway,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,Exploring the area,Neutral,1072,206,487,268,97,206
No,A River House,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Varsity),Roommate/Suitemate,Roommate/Suitemate,3,"In-person (The courtyard, the line at the dining hall, etc.)",4,Breakout room of a class,4,Breakout room of a class,2,Hang out in room/suite,0,The Yard,Very Dissatisfied,745,985,489,934,449,450
No,Union Dorm,Suitemates,Female,Black or African American,None,No,Roommate/Suitemate,Roommate/Suitemate,3,"In-person (The courtyard, the line at the dining hall, etc.)",2,Friend of a friend,2,Friend of a friend,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,A restaurant in the area,Very Dissatisfied,289,289,492,289,231,116
No,At Home (in the US),Not Applicable,Male,Asian,FYRE: First-Year Retreat and Experience,No,Roommate/Suitemate,Pre-orientation program,3,Club/co-curricular activity,3,Virtual entryway,2,Already knew them before coming to Harvard,2,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Dissatisfied,100,1042,493,74,613,74
No,The Yard,Suitemates,Male,Asian,FAP: First-Year Arts Program,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,4,Roommate/Suitemate,4,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",6,The Square,Neutral,719,786,495,82,905,586
No,The Yard,Suitemates,Male,Asian,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,3,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,The Yard,Dissatisfied,411,1025,495,805,1017,955
No,The Yard,Single,Female,Asian,FUP: First-Year Urban Program,No,"Living in close proximity (same floor, same house, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,Friend of a friend,4,Pre-orientation program,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,The River,Satisfied,35,1039,496,615,661,615
No,The Yard,Suitemates,Male,Other,FUP: First-Year Urban Program,Yes (Club),Roommate/Suitemate,Other,5,Roommate/Suitemate,3,Roommate/Suitemate,3,Already knew them before coming to Harvard,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,A restaurant in the area,Neutral,1057,1082,500,289,289,28
No,A River House,Suitemates,Female,White,FUP: First-Year Urban Program,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",5,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,Exploring the area,Satisfied,447,484,503,552,960,814
No,The Yard,Suitemates,Female,White,FYRE: First-Year Retreat and Experience,No,Virtual event to meet people (“speed friending” or similar),Roommate/Suitemate,4,Roommate/Suitemate,4,Club/co-curricular activity,2,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,A restaurant in the area,Dissatisfied,231,681,504,936,397,561
No,The Yard,Suitemates,Female,White,None,Yes (Varsity),Club/co-curricular activity,Club/co-curricular activity,4,Club/co-curricular activity,4,Club/co-curricular activity,4,Club/co-curricular activity,4,Shared club/co-curricular activity,4,The courtyard of your house/dorm,Satisfied,982,983,509,740,138,39
No,At Home (in the US),Not Applicable,Female,Asian,FYRE: First-Year Retreat and Experience,No,Pre-orientation program,Pre-orientation program,4,Virtual entryway,1,"Social media (GroupMe, Instagram, Discord, etc.)",2,Already knew them before coming to Harvard,1,Shared class,0,Not Applicable,Very Dissatisfied,190,1042,510,1090,258,318
No,The Yard,Suitemates,Male,White,None,No,"Social media (GroupMe, Instagram, Discord, etc.)",Roommate/Suitemate,3,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,Zoom lecture,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Satisfied,157,535,512,459,721,1005
No,A River House,Suitemates,Male,Other,FOP: First-Year Outdoor Program,No,Friend of a friend,"Social media (GroupMe, Instagram, Discord, etc.)",5,Already knew them before coming to Harvard,4,Roommate/Suitemate,3,"Social media (GroupMe, Instagram, Discord, etc.)",5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,Exploring the area,Satisfied,47,397,514,1068,561,1005
No,The Yard,Suitemates,Male,Black or African American,FAP: First-Year Arts Program,No,Club/co-curricular activity,Already knew them before coming to Harvard,4,Roommate/Suitemate,3,"Living in close proximity (same floor, same house/dorm, etc.)",1,Already knew them before coming to Harvard,1,"Social media (GroupMe, Instagram, Discord, texting, etc.)","NA",A restaurant in the area,Very Dissatisfied,44,35,517,578,494,289
Yes,At Home (in the US),Not Applicable,Male,White,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",3,"Social media (GroupMe, Instagram, Discord, etc.)",1,Zoom lecture,2,Club/co-curricular activity,1,Shared class,0,Not Applicable,Dissatisfied,565,318,518,39,578,318
No,The Quad,Suitemates,Male,Black or African American,FYRE: First-Year Retreat and Experience,No,Pre-orientation program,Pre-orientation program,4,Pre-orientation program,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,A restaurant in the area,Dissatisfied,17,760,524,494,637,223
No,A River House,Suitemates,Male,Other,FOP: First-Year Outdoor Program,Yes (Club),Already knew them before coming to Harvard,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The River,Dissatisfied,1000,641,525,820,849,641
No,The Yard,Suitemates,Male,White,FOP: First-Year Outdoor Program,Yes (Varsity),Roommate/Suitemate,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,Exploring the area,Neutral,759,1001,527,976,945,945
No,The Yard,Single,Male,White,FOP: First-Year Outdoor Program,Yes (Club),Club/co-curricular activity,Club/co-curricular activity,4,Breakout room of a class,3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Exploring the area,Dissatisfied,480,699,528,299,1074,1047
No,The Yard,Single,Male,White,None,No,Roommate/Suitemate,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,Breakout room of a class,3,Breakout room of a class,3,Shared class,6,The Yard,Neutral,434,519,530,287,817,915
Yes,Union Dorm,Single,Female,Asian,FOP: First-Year Outdoor Program,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,Friend of a friend,2,"Living in close proximity (same floor, same house/dorm, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",12,A restaurant in the area,Satisfied,726,734,531,946,249,289
No,The Yard,Suitemates,Male,White,FOP: First-Year Outdoor Program,No,Friend of a friend,Roommate/Suitemate,4,Already knew them before coming to Harvard,4,Breakout room of a class,3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Neutral,775,24,532,600,839,839
No,The Yard,Suitemates,Female,Other,FAP: First-Year Arts Program,No,Roommate/Suitemate,Roommate/Suitemate,4,"Social media (GroupMe, Instagram, Discord, etc.)",4,Roommate/Suitemate,3,Friend of a friend,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,The Yard,Dissatisfied,178,888,533,466,133,212
No,The Yard,Suitemates,Female,Other,LIFE: Leadership Institute for the First-Year Experience,No,Roommate/Suitemate,Roommate/Suitemate,5,Already knew them before coming to Harvard,5,Club/co-curricular activity,3,Virtual entryway,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The Yard,Neutral,289,781,541,289,263,710
No,A River House,Single,Female,White,FAP: First-Year Arts Program,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Already knew them before coming to Harvard,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Satisfied,533,414,543,938,1074,414
No,The Yard,Single,Male,Asian,None,No,Breakout room of a class,Already knew them before coming to Harvard,2,Breakout room of a class,3,Breakout room of a class,4,Breakout room of a class,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",3,The Yard,Satisfied,1002,31,544,874,30,30
No,The Yard,Suitemates,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,5,Roommate/Suitemate,5,Roommate/Suitemate,5,Already knew them before coming to Harvard,5,"Social media (GroupMe, Instagram, Discord, texting, etc.)",1,The Square,Satisfied,1059,675,546,666,740,318
No,The Yard,Suitemates,Female,Asian,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",2,"Social media (GroupMe, Instagram, Discord, etc.)",2,"Social media (GroupMe, Instagram, Discord, etc.)",2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Satisfied,778,1071,548,941,452,73
No,A River House,Suitemates,Female,Asian,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,3,"Living in close proximity (same floor, same house/dorm, etc.)",2,Already knew them before coming to Harvard,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Exploring the area,Neutral,397,1050,549,984,465,289
No,At Home (in the US),Not Applicable,Male,White,None,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Zoom lecture,3,Already knew them before coming to Harvard,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Dissatisfied,227,762,556,731,225,289
No,The Yard,Suitemates,Female,White,None,Yes (Varsity),"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,4,Club/co-curricular activity,4,"Living in close proximity (same floor, same house/dorm, etc.)",2,Club/co-curricular activity,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The courtyard of your house/dorm,Neutral,868,982,558,563,883,618
No,The Yard,Suitemates,Female,Other,FOP: First-Year Outdoor Program,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Roommate/Suitemate,5,Already knew them before coming to Harvard,5,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,The Yard,Satisfied,403,1083,561,293,182,688
No,The Yard,Suitemates,Female,Black or African American,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,4,Already knew them before coming to Harvard,2,"Social media (GroupMe, Instagram, Discord, etc.)",2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,The River,Dissatisfied,215,443,565,529,467,645
No,The Yard,Suitemates,Female,Black or African American,FUP: First-Year Urban Program,No,Club/co-curricular activity,Roommate/Suitemate,4,Club/co-curricular activity,4,Club/co-curricular activity,4,Club/co-curricular activity,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",7,Not Applicable,Dissatisfied,898,689,567,1020,610,289
No,The Yard,Suitemates,Female,Other,None,No,Roommate/Suitemate,Roommate/Suitemate,3,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,3,Zoom lecture,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,Exploring the area,Dissatisfied,1065,1008,568,494,763,904
No,Union Dorm,Suitemates,Female,Other,FUP: First-Year Urban Program,No,"Living in close proximity (same floor, same house, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,Roommate/Suitemate,4,Already knew them before coming to Harvard,4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Satisfied,377,865,571,141,175,73
No,The Yard,Suitemates,Female,Asian,FAP: First-Year Arts Program,No,"Living in close proximity (same floor, same house, etc.)",Virtual entryway,4,Virtual entryway,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Neutral,751,673,572,1016,302,673
No,A River House,Suitemates,Male,White,FOP: First-Year Outdoor Program,No,Friend of a friend,"Living in close proximity (same floor, same house/dorm, etc.)",4,Friend of a friend,3,Friend of a friend,3,Friend of a friend,2,Hang out in room/suite,0,Indoor gatherings,Satisfied,811,916,577,579,462,256
No,The Yard,Single,Female,Hispanic or Latino,FYRE: First-Year Retreat and Experience,No,Roommate/Suitemate,Pre-orientation program,3,Pre-orientation program,3,Pre-orientation program,3,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Exploring the area,Very Dissatisfied,178,995,578,835,957,450
No,The Yard,Suitemates,Male,White,None,Yes (Intramural),Club/co-curricular activity,Roommate/Suitemate,3,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Breakout room of a class,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",2,Exploring the area,Dissatisfied,80,1044,579,804,1057,360
No,The Yard,Suitemates,Male,Other,LIFE: Leadership Institute for the First-Year Experience,No,Friend of a friend,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",3,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The River,Satisfied,293,1080,581,379,862,271
No,The Quad,Suitemates,Male,Black or African American,None,Yes (Varsity),Already knew them before coming to Harvard,"Social media (GroupMe, Instagram, Discord, etc.)",4,Already knew them before coming to Harvard,3,"Social media (GroupMe, Instagram, Discord, etc.)",3,Already knew them before coming to Harvard,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,Exploring the area,Satisfied,778,289,582,989,433,442
No,At Home (in the US),Not Applicable,Female,Black or African American,FUP: First-Year Urban Program,No,Pre-orientation program,Pre-orientation program,2,Pre-orientation program,3,Zoom lecture,3,Friend of a friend,2,Virtual study group,0,Not Applicable,Satisfied,78,302,583,161,828,289
No,The Yard,Suitemates,Female,Other,LIFE: Leadership Institute for the First-Year Experience,Yes (Club),Club/co-curricular activity,Roommate/Suitemate,5,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,Club/co-curricular activity,4,Shared club/co-curricular activity,0,The Square,Neutral,353,994,596,882,1017,561
No,The Quad,Suitemates,Male,White,None,No,Roommate/Suitemate,Roommate/Suitemate,4,Already knew them before coming to Harvard,5,Roommate/Suitemate,4,Roommate/Suitemate,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,The Square,Satisfied,343,1097,597,303,408,289
No,At Home (in the US),Not Applicable,Male,White,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",3,Breakout room of a class,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Satisfied,440,567,598,670,776,776
No,The Yard,Suitemates,Female,Asian,LIFE: Leadership Institute for the First-Year Experience,No,Already knew them before coming to Harvard,Friend of a friend,4,Roommate/Suitemate,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,The Yard,Very Dissatisfied,737,1058,603,416,36,256
No,The Yard,Suitemates,Female,Other,FAP: First-Year Arts Program,No,Roommate/Suitemate,Roommate/Suitemate,4,Roommate/Suitemate,4,Breakout room of a class,4,Already knew them before coming to Harvard,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,The River,Very Satisfied,847,626,604,639,834,1005
No,A River House,Suitemates,Female,Asian,None,No,Friend of a friend,Already knew them before coming to Harvard,5,Roommate/Suitemate,3,Already knew them before coming to Harvard,4,Friend of a friend,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",4,A restaurant in the area,Satisfied,216,788,605,1069,74,605
No,The Yard,Suitemates,Female,Other,None,No,"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,Indoor gatherings,Satisfied,214,123,607,1003,912,96
No,The Yard,Single,Female,Asian,FOP: First-Year Outdoor Program,Yes (Varsity),Club/co-curricular activity,"Living in close proximity (same floor, same house/dorm, etc.)",4,Club/co-curricular activity,3,Friend of a friend,4,Pre-orientation program,4,Shared club/co-curricular activity,1,The Square,Satisfied,819,407,609,396,829,199
No,The Yard,Suitemates,Female,Other,LIFE: Leadership Institute for the First-Year Experience,No,Friend of a friend,Friend of a friend,4,"In-person (The courtyard, the line at the dining hall, etc.)",3,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,Exploring the area,Satisfied,927,774,612,1068,686,774
No,A River House,Single,Female,Asian,FOP: First-Year Outdoor Program,No,Pre-orientation program,Already knew them before coming to Harvard,5,Pre-orientation program,5,Pre-orientation program,3,Friend of a friend,4,Hang out in room/suite,2,The Square,Very Satisfied,496,751,615,987,959,751
Yes,Union Dorm,Suitemates,Female,Other,None,No,Friend of a friend,Roommate/Suitemate,4,"Social media (GroupMe, Instagram, Discord, etc.)",5,Friend of a friend,4,"Living in close proximity (same floor, same house/dorm, etc.)",4,Hang out in room/suite,1,Indoor gatherings,Very Satisfied,349,1027,616,330,818,329
No,The Yard,Single,Female,White,None,Yes (Varsity),"Living in close proximity (same floor, same house, etc.)",Roommate/Suitemate,4,Roommate/Suitemate,5,Already knew them before coming to Harvard,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Hang out in room/suite,0,The Yard,Satisfied,486,348,619,188,368,368
No,Union Dorm,Single,Male,White,FYRE: First-Year Retreat and Experience,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Friend of a friend,5,Shared class,4,A restaurant in the area,Very Satisfied,766,1036,621,1064,1037,1064
No,At Home (in the US),Not Applicable,Female,Asian,None,No,Club/co-curricular activity,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,4,Virtual entryway,3,"Zoom class, club, and study group :)",3,Virtual study group,0,Not Applicable,Satisfied,922,707,625,668,846,814
No,The Yard,Suitemates,Female,Black or African American,FUP: First-Year Urban Program,No,Club/co-curricular activity,Roommate/Suitemate,5,Roommate/Suitemate,5,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,Exploring the area,Satisfied,1048,604,626,924,834,574
No,The Yard,Single,Female,Black or African American,None,No,"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",5,"Social media (GroupMe, Instagram, Discord, etc.)",5,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",5,Indoor gatherings,Dissatisfied,1091,56,627,498,99,291
No,The Yard,Suitemates,Male,White,None,No,Roommate/Suitemate,Roommate/Suitemate,4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,Breakout room of a class,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",8,Exploring the area,Very Satisfied,120,624,628,765,7,289
No,At Home (international student),Not Applicable,Female,Other,FIP: First-Year International Program,No,Pre-orientation program,"Social media (GroupMe, Instagram, Discord, etc.)",2,Pre-orientation program,3,Pre-orientation program,3,Virtual entryway,2,Virtual study group,0,Not Applicable,Very Dissatisfied,104,383,633,50,86,318
No,The Yard,Suitemates,Female,Asian,FAP: First-Year Arts Program,No,Roommate/Suitemate,Pre-orientation program,1,"Living in close proximity (same floor, same house/dorm, etc.)",1,"Living in close proximity (same floor, same house/dorm, etc.)",1,Zoom lecture,1,Virtual entryway meetings,0,Not Applicable,Dissatisfied,873,305,635,16,752,289
No,A River House,Single,Female,Asian,FOP: First-Year Outdoor Program,No,"Social media (GroupMe, Instagram, Discord, etc.)","In-person (The courtyard, the line at the dining hall, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",4,"Living in close proximity (same floor, same house/dorm, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",6,Exploring the area,Neutral,896,84,640,964,183,955
No,A River House,Single,Male,Asian,None,No,Roommate/Suitemate,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,"Living in close proximity (same floor, same house/dorm, etc.)",3,Already knew them before coming to Harvard,2,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Satisfied,196,1072,642,790,867,1068
No,A River House,Suitemates,Female,White,FUP: First-Year Urban Program,No,Roommate/Suitemate,Roommate/Suitemate,5,"Living in close proximity (same floor, same house/dorm, etc.)",3,Club/co-curricular activity,4,"Social media (GroupMe, Instagram, Discord, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",10,A restaurant in the area,Satisfied,1005,1019,645,1028,90,1005
Yes,The Quad,Suitemates,Female,Other,FAP: First-Year Arts Program,Yes (Club),"Social media (GroupMe, Instagram, Discord, etc.)","Social media (GroupMe, Instagram, Discord, etc.)",3,Breakout room of a class,3,Roommate/Suitemate,3,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",12,The Square,Satisfied,113,937,647,987,339,937
No,At Home (in the US),Not Applicable,Female,White,LIFE: Leadership Institute for the First-Year Experience,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,4,"Social media (GroupMe, Instagram, Discord, etc.)",4,Pre-orientation program,2,Friend of a friend,1,Virtual study group,1,The Yard,Dissatisfied,903,844,650,880,608,644
No,At Home (in the US),Not Applicable,Female,Asian,FUP: First-Year Urban Program,Yes (Varsity),Friend of a friend,Friend of a friend,3,Club/co-curricular activity,4,Friend of a friend,3,Virtual entryway,3,Shared class,0,Not Applicable,Dissatisfied,85,724,652,78,1055,318
No,At Home (international student),Not Applicable,Male,Hispanic or Latino,FIP: First-Year International Program,No,Pre-orientation program,Virtual entryway,5,"Social media (GroupMe, Instagram, Discord, etc.)",2,Zoom lecture,4,Pre-orientation program,5,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,1013,37,655,1011,941,1068
Yes,A River House,Suitemates,Male,Asian,FOP: First-Year Outdoor Program,No,Roommate/Suitemate,Roommate/Suitemate,3,Already knew them before coming to Harvard,3,Pre-orientation program,4,Breakout room of a class,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,421,9,656,466,482,466
No,The Yard,Suitemates,Female,White,FOP: First-Year Outdoor Program,Yes (Varsity),Pre-orientation program,Pre-orientation program,4,Friend of a friend,4,Roommate/Suitemate,3,Pre-orientation program,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The Yard,Neutral,854,904,657,370,980,360
No,At Home (international student),Not Applicable,Male,White,FIP: First-Year International Program,No,Breakout room of a class,Breakout room of a class,4,Pre-orientation program,4,Pre-orientation program,4,Virtual entryway,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",5,Not Applicable,Neutral,1011,749,658,620,810,810
No,The Yard,Suitemates,Female,Asian,None,No,Already knew them before coming to Harvard,Roommate/Suitemate,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,Already knew them before coming to Harvard,4,"Social media (GroupMe, Instagram, Discord, texting, etc.)",3,Exploring the area,Neutral,194,464,670,81,253,318
No,The Yard,Suitemates,Male,Asian,None,No,"Living in close proximity (same floor, same house, etc.)","Living in close proximity (same floor, same house/dorm, etc.)",5,Friend of a friend,5,Friend of a friend,4,Friend of a friend,4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",1,The Yard,Very Satisfied,495,572,673,220,955,572
No,Union Dorm,Single,Female,Other,None,No,Already knew them before coming to Harvard,Already knew them before coming to Harvard,5,Already knew them before coming to Harvard,5,Friend of a friend,3,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",0,The Square,Neutral,1059,712,676,354,546,570
No,The Yard,Suitemates,Female,Other,LIFE: Leadership Institute for the First-Year Experience,No,Club/co-curricular activity,Roommate/Suitemate,4,Roommate/Suitemate,4,Club/co-curricular activity,4,Zoom lecture,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",3,A restaurant in the area,Satisfied,110,397,678,754,504,256
No,At Home (in the US),Not Applicable,Female,Hispanic or Latino,None,No,Club/co-curricular activity,Club/co-curricular activity,3,Club/co-curricular activity,2,Zoom lecture,1,Club/co-curricular activity,1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,313,781,679,274,352,289
No,At Home (international student),Not Applicable,Male,Asian,FIP: First-Year International Program,No,Pre-orientation program,Virtual event to meet people (“speed friending” or similar),4,Pre-orientation program,4,Pre-orientation program,3,Zoom lecture,3,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Satisfied,887,996,682,355,12,150
No,The Yard,Suitemates,Female,White,None,No,Already knew them before coming to Harvard,"Social media (GroupMe, Instagram, Discord, etc.)",4,"Social media (GroupMe, Instagram, Discord, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (The courtyard, the line at the dining hall, etc.)",4,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",9,The Yard,Satisfied,977,574,687,224,414,687
No,The Yard,Suitemates,Female,Black or African American,FAP: First-Year Arts Program,No,Roommate/Suitemate,Roommate/Suitemate,5,"Social media (GroupMe, Instagram, Discord, etc.)",4,Zoom lecture,4,"Social media (GroupMe, Instagram, Discord, etc.)",3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",7,Exploring the area,Dissatisfied,418,345,691,991,651,291
No,The Quad,Suitemates,Male,White,None,No,"Living in close proximity (same floor, same house, etc.)",Already knew them before coming to Harvard,5,Virtual entryway,4,Virtual entryway,4,Friend of a friend,3,"In-person (Getting food together, study group, exploring Cambridge together, etc.)",6,A restaurant in the area,Satisfied,555,391,692,359,508,318
No,At Home (international student),Not Applicable,Female,Black or African American,FIP: First-Year International Program,No,Virtual event to meet people (“speed friending” or similar),"NA",1,"NA",1,"NA",1,"NA",1,"Social media (GroupMe, Instagram, Discord, texting, etc.)",0,Not Applicable,Very Dissatisfied,289,289,693,289,289,318
